Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,
CANNAZONE                                    ,421813,6033548000010003,5655 GUIDE MERIDIAN STE B     ,SUITE B                  ,BELLINGHAM              ,WA,WHATCOM,982269722,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171223,8602092288,
CANNAZONE                                    ,422791,6033548000010002,3212 OLD HWY 99 SOUTH RD      ,                         ,MOUNT VERNON            ,WA,SKAGIT,982739070,MARIJUANA RETAILER                 ,CLOSED (TEMPORARY),20180226,8602092288,
CANNAZONE                                    ,424599,6033548000010004,17905 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733269,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171223,8602092288,
CARIBOU CORNER CANNABIS                      ,413700,6022089500010003,23251 HWY 20                  ,                         ,OKANOGAN                ,WA,OKANOGAN,988400000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180309,5094296082,
CARLTON CANNABIS                             ,421507,6035188950010003,2256 HWY 153 STE B            ,                         ,CARLTON                 ,WA,OKANOGAN,988149004,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180706,3607853843,
CASCADE CANNABIS                             ,421363,6022101420010003,27413 10TH DR NE              ,                         ,ARLINGTON               ,WA,SNOHOMISH,982237304,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151121,3607078553,
CASCADE HERB COMPANY                         ,415094,6033587380010002,1240 E MAPLE ST STE 103       ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171116,3607782357,
CASCADE KROPZ                                ,413819,6033656030010001,19129 SMOKEY POINT BLVD STE B ,                         ,ARLINGTON               ,WA,SNOHOMISH,982234258,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170911,3606595422,
CASCADE KROPZ                                ,425539,6033656030010003,19127 SMOKEY POINT BLVD BLDG 1,                         ,ARLINGTON               ,WA,SNOHOMISH,982234264,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171114,3606595422,
CENTRALIA CANNABIS CONNECTION                ,414767,6013587260010004,1039 S GOLD ST                ,                         ,CENTRALIA               ,WA,LEWIS,985313711,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171221,3607480807,
CHAMBERS BAY CANNABIS COMPANY                ,423272,6036213440010001,RETAIL TITLE CERTIFICATE      ,                         ,UNIVERSITY PLACE        ,WA,PIERCE,984664107,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180604,3607106475,
CHIMACUM CANNABIS                            ,413492,6035262460010001,9034 BEAVER VALLEY ROAD       ,                         ,CHIMACUM                ,WA,JEFFERSON,983258781,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180523,2066818394,
CHOICE RETAIL                                ,421114,6035523050010002,RETAIL TITLE CERTIFICATE      ,                         ,CAMAS                   ,WA,CLARK,986072454,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180515,2532250200,
CHRONICS                                     ,415292,6033976270010001,PARCEL #10102000301           ,                         ,ROCK ISLAND             ,WA,DOUGLAS,988500000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,2062354678,
CINDER                                       ,413940,6033456960010001,7011 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992083968,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180606,5092930365,
CINDER                                       ,414817,6033524120010004,1421 N MULLAN RD STE B        ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992064051,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171005,5092413726,
CINDER                                       ,422294,6033456960010004,6010 N DIVISION ST            ,                         ,SPOKANE                 ,WA,SPOKANE,992081028,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180606,5092413091,
CINDER                                       ,423096,6033423140010004,927 W 2ND AVE STE 1           ,                         ,SPOKANE                 ,WA,SPOKANE,992014501,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180124,5092930365,
CLEAR CHOICE CANNABIS                        ,413358,6032670810010002,8001 S HOSMER ST              ,                         ,TACOMA                  ,WA,PIERCE,984081017,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180618,2534445444,
CLEAR CHOICE CANNABIS                        ,421877,6036222590010001,6733 STATE HWY 303 NE         ,                         ,BREMERTON               ,WA,KITSAP,983113736,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180607,3606337379,
CLEAR MIND CANNABIS                          ,422713,6032012110010003,RETAIL TITLE CERTIFICATE      ,                         ,PASCO                   ,WA,FRANKLIN,993016402,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180514,3607981619,
CLUTCH CANNABIS                              ,413803,6033522420010001,11537 RAINIER AVE S           ,                         ,SEATTLE                 ,WA,KING,981783984,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171102,2063210149,
CM&N ENTERPRISES                             ,422527,6035941580010002,1821 SE 192ND AVE             ,                         ,VANCOUVER               ,WA,CLARK,986070000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180118,2064987301,
COLUMBIA HERBAL                              ,413806,6033525730010003,8459 MAIN ST                  ,                         ,DRYDEN                  ,WA,CHELAN,988210000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160722,5033177035,
COVINGTON HOLISTIC MEDICINE                  ,421555,6030644390010001,16908 SE 269TH PLACE          ,#102 BUILDING J          ,COVINGTON               ,WA,KING,980425468,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160728,2067147733,
CPC TWO                                      ,414787,6036161120010001,8600 LAKE CITY WAY NE         ,                         ,SEATTLE                 ,WA,KING,981153260,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180516,2066969765,
CREDIBLE COMMODITIES                         ,421576,6035649850010001,RETAIL TITLE CERTIFICATE      ,                         ,EVERETT                 ,WA,SNOHOMISH,982015082,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180618,2066508928,
CULT. CANNABIS CO.                           ,413729,6033507270010001,6061 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489360,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180502,3605941122,
CUTIE JUDY'S CANNABIS COMPANY                ,422234,6033820290010002,10 VALUE PARKWAY STE A        ,STE A                    ,ELMA                    ,WA,GRAYS HARBOR,984455527,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180331,2532412948,
CUTIE JUDY'S CANNABIS COMPANY                ,422900,6033820290010004,10 VALUE PKWY                 ,                         ,ELMA                    ,WA,GRAYS HARBOR,985419076,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,5057128256,
DABNABBITS                                   ,420764,6033524760010005,1096 HWY 153                  ,                         ,METHOW                  ,WA,OKANOGAN,988340000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180212,5098607111,
DADANKO                                      ,422097,6035831590010002,529 E HWY 395  STE A          ,SUITE A                  ,KETTLE FALLS            ,WA,STEVENS,991415605,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180413,5094750723,
DADANKO                                      ,426632,6035831590010005,6063B HIGHWAY 291             ,                         ,NINE MILE FALLS         ,WA,STEVENS,990269565,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180619,5097106899,
DANCING GYPSIES                              ,413529,6033550270010001,794 KENTUCKY ST               ,                         ,BELLINGHAM              ,WA,WHATCOM,982250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180122,2088192110,
DANK OF AMERICA                              ,422817,6036038240010001,2530 PEACE PORTAL DR SUITE B  ,                         ,BLAINE                  ,WA,WHATCOM,982308063,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180329,4252314439,
DANK'S WONDER EMPORIUM                       ,412485,6033500690010002,1402 WEST REYNOLDS AVE        ,                         ,CENTRALIA               ,WA,LEWIS,985313338,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180328,3234543767,
"DANK'S WONDER EMPORIUM, LLC                  ",415041,6033500690010004,9333 MARTIN WAY E             ,STE 102                  ,OLYMPIA                 ,WA,THURSTON,985165969,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160812,3234543767,
"DANK'S WONDER EMPORIUM, LLC                  ",423571,6033500690010007,6906 MARTIN WAY E             ,STE A                    ,OLYMPIA                 ,WA,THURSTON,985165567,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180328,2535075435,
DAVE'S PLACE                                 ,415202,6033561310010002,10 MAPLE GROVE RD             ,                         ,SUNNYSIDE               ,WA,YAKIMA,989440000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171109,5098300275,
DESTINATION HIGHWAY 420                      ,414503,6034539570010001,1225 HOLLIS ST                ,                         ,BREMERTON               ,WA,KITSAP,983103611,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171219,3603406996,
DIAMOND GREEN                                ,413374,6033542940010001,4002 S 12TH ST                ,                         ,TACOMA                  ,WA,PIERCE,984051509,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171206,2532225697,
DIEGO PELLICER                               ,415379,6032576780010003,3540 STONE WAY N STE B        ,                         ,SEATTLE                 ,WA,KING,981030000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170407,2066240070,
DIEGO PELLICER                               ,423754,6032576780010004,2215 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981341516,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180509,2064553045,
DISCOVERY BAY CANNABIS                       ,423036,6035859930010001,282023 HWY 101                ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983689331,MARIJUANA RETAILER                 ,PENDING (ISSUED),20180704,2066607221,
DOCKSIDE CANNABIS                            ,414174,6033563140010001,1728 4TH AVE S                ,                         ,SEATTLE                 ,WA,KING,981340000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171214,2062236292,
DOCKSIDE CANNABIS                            ,414569,6033546970010003,15001 AURORA AVE N            ,STE 15029                ,SHORELINE               ,WA,KING,981336134,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171214,2066186094,
DOUGLAS COUNTY 502                           ,412865,6034219970010001,2512 FOSTER CREEK AVE         ,                         ,BRIDGEPORT              ,WA,DOUGLAS,988130000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170801,5033177035,
DUTCH PLUG                                   ,422719,6035770950010001,18122 STATE ROUTE 9 SE        ,                         ,SNOHOMISH               ,WA,SNOHOMISH,98296    ,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,3603357823,
DUTCH PLUG LLC                               ,422904,6035770950010002,2640 MAIN ST                  ,                         ,UNION GAP               ,WA,YAKIMA,989031752,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2069920266,
EMERALD CITY CRONICS                         ,424633,6035502700010001,RETAIL TITLE CERTIFICATE      ,                         ,OTHELLO                 ,WA,FRANKLIN,993440000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180723,2067908124,
EMERALD CITY KUSH                            ,420839,6035494090010001,8529 52ND ST SE STE A         ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982909282,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151023,4254781077,
EMERALD COAST                                ,420416,6034157540010001,939 N CALLOW AVE # 100-B      ,                         ,BREMERTON               ,WA,KITSAP,983123806,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20180619,3608131006,
EMERALD HAZE CANNABIS EMPORIUM               ,414841,6033564060010002,4033 NE SUNSET BLVD UNIT 5    ,                         ,RENTON                  ,WA,KING,980564003,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171219,2533069151,
EMERALD LEAVES                               ,413363,6035615210010001,2702 6TH AVE                  ,                         ,TACOMA                  ,WA,PIERCE,984067213,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20171209,2064825627,
EMERALD PUFF                                 ,415151,6033562360010005,2820 E HIGHWAY 101 # A        ,                         ,PORT ANGELES            ,WA,CLALLAM,983629080,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,2066511544,
